Date,Description,Reference_No,Withdrawal,Deposit,Balance
2024-08-26,NEFT-SUBSIDIARY-TRANSFER,NEFT939692,,450092320.89,-52155845159.06005
2024-08-26,CAPEX-MACHINERY,CAPEX126362,597081247.67,,-52752926406.73005
2024-08-26,TAX-OUTFLOW,TAX624051,690244595.05,,-53443171001.78005
2024-08-26,TAX-OUTFLOW,TAX149745,519588570.46,,-53962759572.24005
2024-08-27,NEFT-SUBSIDIARY-TRANSFER,NEFT986599,,181433419.72,-53781326152.52005
2024-08-27,TAX-OUTFLOW,TAX119360,288329416.27,,-54069655568.79005
2024-08-27,TAX-OUTFLOW,TAX907234,768574465.29,,-54838230034.08005
2024-08-27,NEFT-SUBSIDIARY-TRANSFER,NEFT886626,,191481073.95,-54646748960.13005
2024-08-27,VENDOR-PAYMENT-STEEL,VENDOR958473,444728977.64,,-55091477937.77005
2024-08-28,VENDOR-PAYMENT-STEEL,VENDOR488757,114740386.89,,-55206218324.66005
2024-08-28,NEFT-SUBSIDIARY-TRANSFER,NEFT198224,,250471975.98,-54955746348.680046
2024-08-28,VENDOR-PAYMENT-STEEL,VENDOR267514,515777007.16,,-55471523355.84005
2024-08-28,NEFT-SUBSIDIARY-TRANSFER,NEFT232305,,483863734.24,-54987659621.60005
2024-08-28,RTGS-DEALER-PAYMENT,RTGS254630,,329354042.9,-54658305578.70005
2024-08-29,TAX-OUTFLOW,TAX837622,115129296.14,,-54773434874.84005
2024-08-29,VENDOR-PAYMENT-STEEL,VENDOR593275,100965688.7,,-54874400563.54005
2024-08-29,TAX-OUTFLOW,TAX511505,213350570.06,,-55087751133.600044
2024-08-29,NEFT-SUBSIDIARY-TRANSFER,NEFT559514,,373763348.3,-54713987785.30004
2024-08-30,NEFT-SUBSIDIARY-TRANSFER,NEFT162758,,114384854.31,-54599602930.99004
2024-08-30,TAX-OUTFLOW,TAX438706,637563248.87,,-55237166179.86005
2024-08-30,PAYROLL-AND-OPERATIONS,PAYROLL807300,326841018.6,,-55564007198.460045
2024-08-30,CAPEX-MACHINERY,CAPEX431510,533900022.58,,-56097907221.04005
2024-08-30,PAYROLL-AND-OPERATIONS,PAYROLL230346,632795794.25,,-56730703015.29005
2024-08-30,TAX-OUTFLOW,TAX456211,699189536.01,,-57429892551.30005
2024-08-30,CAPEX-MACHINERY,CAPEX118527,71923242.55,,-57501815793.85005
2024-08-30,TAX-OUTFLOW,TAX823502,394790316.86,,-57896606110.71005
2024-08-30,RTGS-DEALER-PAYMENT,RTGS156459,,268402189.13,-57628203921.580055
2024-08-30,RTGS-DEALER-PAYMENT,RTGS650387,,403931739.37,-57224272182.21005
2024-08-31,VENDOR-PAYMENT-STEEL,VENDOR284549,432414426.43,,-57656686608.64005
2024-08-31,PAYROLL-AND-OPERATIONS,PAYROLL511084,391872140.82,,-58048558749.46005
2024-08-31,PAYROLL-AND-OPERATIONS,PAYROLL444075,244177437.59,,-58292736187.05005
2024-08-31,NEFT-SUBSIDIARY-TRANSFER,NEFT716627,,431958876.22,-57860777310.83005
2024-09-01,VENDOR-PAYMENT-STEEL,VENDOR988997,437988197.0,,-58298765507.83005
2024-09-02,CAPEX-MACHINERY,CAPEX144935,723218239.91,,-59021983747.74005
2024-09-03,PAYROLL-AND-OPERATIONS,PAYROLL142084,272199074.53,,-59294182822.27005
2024-09-03,CAPEX-MACHINERY,CAPEX328115,721787620.3,,-60015970442.57005
2024-09-03,CAPEX-MACHINERY,CAPEX362113,408013654.53,,-60423984097.10005
2024-09-03,CAPEX-MACHINERY,CAPEX854520,204070460.78,,-60628054557.88005
2024-09-04,RTGS-DEALER-PAYMENT,RTGS553155,,489171333.79,-60138883224.09005
2024-09-05,NEFT-SUBSIDIARY-TRANSFER,NEFT379036,,162437928.2,-59976445295.89005
2024-09-05,PAYROLL-AND-OPERATIONS,PAYROLL231282,323012400.75,,-60299457696.64005
2024-09-05,NEFT-SUBSIDIARY-TRANSFER,NEFT917341,,188713957.42,-60110743739.220055
2024-09-05,VENDOR-PAYMENT-STEEL,VENDOR393740,54549205.1,,-60165292944.32005
2024-09-05,VENDOR-PAYMENT-STEEL,VENDOR151047,541241866.45,,-60706534810.77005
2024-09-06,CAPEX-MACHINERY,CAPEX173487,361288639.86,,-61067823450.63005
2024-09-07,RTGS-DEALER-PAYMENT,RTGS112863,,422911830.15,-60644911620.48005
2024-09-07,TAX-OUTFLOW,TAX517761,494684229.85,,-61139595850.33005
2024-09-07,NEFT-SUBSIDIARY-TRANSFER,NEFT965437,,115569898.27,-61024025952.06005
2024-09-07,PAYROLL-AND-OPERATIONS,PAYROLL272362,555215083.93,,-61579241035.99005
2024-09-07,PAYROLL-AND-OPERATIONS,PAYROLL160104,302912384.22,,-61882153420.21005
2024-09-08,RTGS-DEALER-PAYMENT,RTGS745949,,208774137.15,-61673379283.06005
2024-09-08,PAYROLL-AND-OPERATIONS,PAYROLL101016,686922215.45,,-62360301498.51005
2024-09-08,RTGS-DEALER-PAYMENT,RTGS241265,,117987541.91,-62242313956.600044
2024-09-08,CAPEX-MACHINERY,CAPEX443527,574369021.36,,-62816682977.960045
2024-09-08,NEFT-SUBSIDIARY-TRANSFER,NEFT531581,,223787498.95,-62592895479.01005
2024-09-09,NEFT-SUBSIDIARY-TRANSFER,NEFT673025,,399388019.2,-62193507459.81005
2024-09-09,VENDOR-PAYMENT-STEEL,VENDOR589543,660425161.07,,-62853932620.88005
2024-09-10,PAYROLL-AND-OPERATIONS,PAYROLL538999,331002082.91,,-63184934703.790054
2024-09-10,CAPEX-MACHINERY,CAPEX930583,407173728.93,,-63592108432.720055
2024-09-10,VENDOR-PAYMENT-STEEL,VENDOR810282,445603434.83,,-64037711867.55006
2024-09-10,VENDOR-PAYMENT-STEEL,VENDOR916140,724181919.99,,-64761893787.540054
2024-09-10,CAPEX-MACHINERY,CAPEX500702,671147750.65,,-65433041538.190056
2024-09-10,TAX-OUTFLOW,TAX345347,166915640.05,,-65599957178.24006
2024-09-10,RTGS-DEALER-PAYMENT,RTGS949507,,245633295.33,-65354323882.91006
2024-09-11,RTGS-DEALER-PAYMENT,RTGS616321,,277361779.85,-65076962103.06006
2024-09-11,VENDOR-PAYMENT-STEEL,VENDOR610510,77854355.16,,-65154816458.22006
2024-09-11,PAYROLL-AND-OPERATIONS,PAYROLL606360,612136027.4,,-65766952485.62006
2024-09-11,RTGS-DEALER-PAYMENT,RTGS507077,,282030127.87,-65484922357.75006
2024-09-12,NEFT-SUBSIDIARY-TRANSFER,NEFT824509,,223589223.58,-65261333134.17006
2024-09-12,RTGS-DEALER-PAYMENT,RTGS283495,,227897867.51,-65033435266.66006
2024-09-12,VENDOR-PAYMENT-STEEL,VENDOR883870,439903750.72,,-65473339017.38006
2024-09-12,TAX-OUTFLOW,TAX442664,438319755.4,,-65911658772.78006
2024-09-13,TAX-OUTFLOW,TAX591909,554228710.81,,-66465887483.59006
2024-09-13,NEFT-SUBSIDIARY-TRANSFER,NEFT941337,,497126435.67,-65968761047.92006
2024-09-13,CAPEX-MACHINERY,CAPEX708368,397574732.62,,-66366335780.54006
2024-09-13,TAX-OUTFLOW,TAX393341,293411183.96,,-66659746964.50006
2024-09-14,RTGS-DEALER-PAYMENT,RTGS626692,,275729153.24,-66384017811.26006
2024-09-14,TAX-OUTFLOW,TAX477795,737742760.82,,-67121760572.08006
2024-09-14,PAYROLL-AND-OPERATIONS,PAYROLL660157,660071659.72,,-67781832231.800064
2024-09-14,NEFT-SUBSIDIARY-TRANSFER,NEFT298736,,396036567.38,-67385795664.42007
2024-09-14,CAPEX-MACHINERY,CAPEX390435,253843042.14,,-67639638706.56007
2024-09-14,RTGS-DEALER-PAYMENT,RTGS417296,,296412558.97,-67343226147.590065
2024-09-14,RTGS-DEALER-PAYMENT,RTGS553997,,181347485.62,-67161878661.97006
2024-09-15,TAX-OUTFLOW,TAX455388,515191118.99,,-67677069780.96006
2024-09-15,PAYROLL-AND-OPERATIONS,PAYROLL698818,174382972.43,,-67851452753.39006
2024-09-15,TAX-OUTFLOW,TAX814144,193102111.83,,-68044554865.22006
2024-09-15,CAPEX-MACHINERY,CAPEX316834,659602385.53,,-68704157250.75006
2024-09-15,NEFT-SUBSIDIARY-TRANSFER,NEFT435033,,327004521.28,-68377152729.47006
2024-09-15,NEFT-SUBSIDIARY-TRANSFER,NEFT131207,,169328016.82,-68207824712.65006
2024-09-16,PAYROLL-AND-OPERATIONS,PAYROLL225893,720589929.93,,-68928414642.58006
2024-09-16,PAYROLL-AND-OPERATIONS,PAYROLL626708,312834383.43,,-69241249026.01006
2024-09-16,CAPEX-MACHINERY,CAPEX135504,702366084.71,,-69943615110.72006
2024-09-17,VENDOR-PAYMENT-STEEL,VENDOR940622,132300870.94,,-70075915981.66006
2024-09-17,NEFT-SUBSIDIARY-TRANSFER,NEFT767269,,106329848.99,-69969586132.67006
2024-09-17,NEFT-SUBSIDIARY-TRANSFER,NEFT515217,,149409414.77,-69820176717.90005
2024-09-17,TAX-OUTFLOW,TAX291091,93660540.77,,-69913837258.67006
2024-09-18,RTGS-DEALER-PAYMENT,RTGS522479,,473656269.17,-69440180989.50006
2024-09-19,VENDOR-PAYMENT-STEEL,VENDOR611203,261178429.07,,-69701359418.57007
2024-09-19,RTGS-DEALER-PAYMENT,RTGS856995,,177984324.48,-69523375094.09007
2024-09-19,PAYROLL-AND-OPERATIONS,PAYROLL159142,719353514.65,,-70242728608.74007
2024-09-19,VENDOR-PAYMENT-STEEL,VENDOR501913,509649679.63,,-70752378288.37007
2024-09-19,PAYROLL-AND-OPERATIONS,PAYROLL890404,652594359.48,,-71404972647.85007
2024-09-19,PAYROLL-AND-OPERATIONS,PAYROLL768326,439991981.86,,-71844964629.71007
2024-09-19,NEFT-SUBSIDIARY-TRANSFER,NEFT457437,,166484914.82,-71678479714.89006
2024-09-20,TAX-OUTFLOW,TAX249411,471941326.84,,-72150421041.73006
2024-09-21,PAYROLL-AND-OPERATIONS,PAYROLL861469,598897294.59,,-72749318336.32005
2024-09-21,CAPEX-MACHINERY,CAPEX963956,350577148.8,,-73099895485.12006
2024-09-22,VENDOR-PAYMENT-STEEL,VENDOR210322,772564207.6,,-73872459692.72006
2024-09-22,RTGS-DEALER-PAYMENT,RTGS498104,,140502434.96,-73731957257.76006
2024-09-22,CAPEX-MACHINERY,CAPEX109126,269173263.05,,-74001130520.81006
2024-09-23,CAPEX-MACHINERY,CAPEX643058,709541633.74,,-74710672154.55006
2024-09-23,CAPEX-MACHINERY,CAPEX352824,736643983.08,,-75447316137.63007
2024-09-23,CAPEX-MACHINERY,CAPEX649974,326828809.63,,-75774144947.26007
2024-09-23,RTGS-DEALER-PAYMENT,RTGS288518,,174882590.26,-75599262357.00008
2024-09-23,VENDOR-PAYMENT-STEEL,VENDOR346724,612471503.38,,-76211733860.38008
2024-09-24,RTGS-DEALER-PAYMENT,RTGS536900,,438848977.05,-75772884883.33008
2024-09-24,VENDOR-PAYMENT-STEEL,VENDOR551280,157902279.45,,-75930787162.78008
2024-09-24,PAYROLL-AND-OPERATIONS,PAYROLL975930,771566516.78,,-76702353679.56007
2024-09-24,RTGS-DEALER-PAYMENT,RTGS113196,,264402404.92,-76437951274.64008
2024-09-24,RTGS-DEALER-PAYMENT,RTGS145982,,429263012.19,-76008688262.45007
2024-09-24,PAYROLL-AND-OPERATIONS,PAYROLL585754,462678616.22,,-76471366878.67007
2024-09-25,VENDOR-PAYMENT-STEEL,VENDOR791933,279995693.51,,-76751362572.18007
2024-09-25,NEFT-SUBSIDIARY-TRANSFER,NEFT567263,,430742136.22,-76320620435.96007
2024-09-25,RTGS-DEALER-PAYMENT,RTGS569650,,236127065.81,-76084493370.15007
2024-09-25,NEFT-SUBSIDIARY-TRANSFER,NEFT150143,,109964797.44,-75974528572.71007
2024-09-25,RTGS-DEALER-PAYMENT,RTGS889090,,409023935.05,-75565504637.66006
2024-09-25,NEFT-SUBSIDIARY-TRANSFER,NEFT628632,,281151228.09,-75284353409.57007
2024-09-25,TAX-OUTFLOW,TAX750986,720651715.15,,-76005005124.72006
2024-09-26,CAPEX-MACHINERY,CAPEX203475,286502762.24,,-76291507886.96007
2024-09-27,PAYROLL-AND-OPERATIONS,PAYROLL257458,733182345.34,,-77024690232.30006
2024-09-27,RTGS-DEALER-PAYMENT,RTGS661766,,497822221.4,-76526868010.90007
2024-09-27,RTGS-DEALER-PAYMENT,RTGS600637,,160137321.51,-76366730689.39008
2024-09-27,TAX-OUTFLOW,TAX801400,466703130.83,,-76833433820.22008
2024-09-27,TAX-OUTFLOW,TAX459131,92339265.87,,-76925773086.09007
2024-09-28,VENDOR-PAYMENT-STEEL,VENDOR917235,559028339.64,,-77484801425.73007
2024-09-28,RTGS-DEALER-PAYMENT,RTGS167216,,464009981.45,-77020791444.28008
2024-09-28,NEFT-SUBSIDIARY-TRANSFER,NEFT289753,,387271040.99,-76633520403.29007
2024-09-29,PAYROLL-AND-OPERATIONS,PAYROLL387348,543034492.14,,-77176554895.43007
2024-09-29,RTGS-DEALER-PAYMENT,RTGS976247,,169455094.91,-77007099800.52007
2024-09-29,VENDOR-PAYMENT-STEEL,VENDOR195595,173745604.88,,-77180845405.40007
2024-09-30,RTGS-DEALER-PAYMENT,RTGS611200,,126866936.08,-77053978469.32007
2024-09-30,TAX-OUTFLOW,TAX817551,136864722.51,,-77190843191.83006
2024-09-30,PAYROLL-AND-OPERATIONS,PAYROLL127751,276657854.16,,-77467501045.99007
2024-10-01,CAPEX-MACHINERY,CAPEX349029,369771730.7,,-77837272776.69006
2024-10-01,RTGS-DEALER-PAYMENT,RTGS445271,,326780151.68,-77510492625.01007
2024-10-02,RTGS-DEALER-PAYMENT,RTGS953247,,250659295.4,-77259833329.61008
2024-10-02,PAYROLL-AND-OPERATIONS,PAYROLL152344,315488111.9,,-77575321441.51007
2024-10-02,RTGS-DEALER-PAYMENT,RTGS638025,,348492395.25,-77226829046.26007
2024-10-02,TAX-OUTFLOW,TAX269490,663365510.5,,-77890194556.76007
2024-10-02,RTGS-DEALER-PAYMENT,RTGS295499,,417548855.97,-77472645700.79007
2024-10-02,CAPEX-MACHINERY,CAPEX179006,367553305.3,,-77840199006.09007
2024-10-02,NEFT-SUBSIDIARY-TRANSFER,NEFT411884,,113576525.38,-77726622480.71007
2024-10-03,RTGS-DEALER-PAYMENT,RTGS597089,,152136110.93,-77574486369.78008
2024-10-03,VENDOR-PAYMENT-STEEL,VENDOR422160,304431308.61,,-77878917678.39008
2024-10-04,CAPEX-MACHINERY,CAPEX792226,496241223.44,,-78375158901.83008
2024-10-04,PAYROLL-AND-OPERATIONS,PAYROLL945263,489822268.67,,-78864981170.50008
2024-10-04,TAX-OUTFLOW,TAX450751,682691030.7,,-79547672201.20007
2024-10-04,TAX-OUTFLOW,TAX148699,796741711.39,,-80344413912.59007
2024-10-04,PAYROLL-AND-OPERATIONS,PAYROLL215506,650309972.38,,-80994723884.97008
2024-10-05,CAPEX-MACHINERY,CAPEX187245,197302895.47,,-81192026780.44008
2024-10-05,TAX-OUTFLOW,TAX407792,59460002.93,,-81251486783.37007
2024-10-05,RTGS-DEALER-PAYMENT,RTGS846418,,429286232.81,-80822200550.56007
2024-10-05,PAYROLL-AND-OPERATIONS,PAYROLL120963,383744961.97,,-81205945512.53008
2024-10-05,PAYROLL-AND-OPERATIONS,PAYROLL912080,590627832.67,,-81796573345.20007
2024-10-05,NEFT-SUBSIDIARY-TRANSFER,NEFT426232,,341655221.22,-81454918123.98007
2024-10-06,NEFT-SUBSIDIARY-TRANSFER,NEFT754433,,465918011.21,-80989000112.77007
2024-10-06,CAPEX-MACHINERY,CAPEX612156,61256446.77,,-81050256559.54007
2024-10-06,NEFT-SUBSIDIARY-TRANSFER,NEFT242831,,145331330.34,-80904925229.20007
2024-10-06,RTGS-DEALER-PAYMENT,RTGS955610,,389638906.17,-80515286323.03008
2024-10-06,NEFT-SUBSIDIARY-TRANSFER,NEFT658880,,491973084.53,-80023313238.50008
2024-10-06,VENDOR-PAYMENT-STEEL,VENDOR484900,744039114.82,,-80767352353.32008
2024-10-07,RTGS-DEALER-PAYMENT,RTGS147808,,496246813.72,-80271105539.60008
2024-10-07,TAX-OUTFLOW,TAX394850,226422496.8,,-80497528036.40009
2024-10-07,PAYROLL-AND-OPERATIONS,PAYROLL249247,732756123.71,,-81230284160.11009
2024-10-07,TAX-OUTFLOW,TAX280748,619460464.12,,-81849744624.23009
2024-10-08,RTGS-DEALER-PAYMENT,RTGS785314,,243804723.02,-81605939901.21008
2024-10-08,PAYROLL-AND-OPERATIONS,PAYROLL359133,113121269.3,,-81719061170.51009
2024-10-08,NEFT-SUBSIDIARY-TRANSFER,NEFT651463,,306901548.98,-81412159621.53009
2024-10-08,PAYROLL-AND-OPERATIONS,PAYROLL278073,208255158.69,,-81620414780.2201
2024-10-08,CAPEX-MACHINERY,CAPEX977558,619620432.49,,-82240035212.7101
2024-10-08,PAYROLL-AND-OPERATIONS,PAYROLL774395,55258343.06,,-82295293555.7701
2024-10-08,NEFT-SUBSIDIARY-TRANSFER,NEFT932168,,112180085.22,-82183113470.5501
2024-10-09,NEFT-SUBSIDIARY-TRANSFER,NEFT590445,,450837717.04,-81732275753.5101
2024-10-09,VENDOR-PAYMENT-STEEL,VENDOR253668,534429895.06,,-82266705648.5701
2024-10-09,TAX-OUTFLOW,TAX473204,692820630.77,,-82959526279.3401
2024-10-09,CAPEX-MACHINERY,CAPEX775656,382874593.01,,-83342400872.3501
2024-10-10,PAYROLL-AND-OPERATIONS,PAYROLL965501,297851059.3,,-83640251931.6501
2024-10-10,PAYROLL-AND-OPERATIONS,PAYROLL330544,293074094.74,,-83933326026.3901
2024-10-11,PAYROLL-AND-OPERATIONS,PAYROLL200802,532791433.86,,-84466117460.2501
2024-10-11,VENDOR-PAYMENT-STEEL,VENDOR969703,112035216.29,,-84578152676.5401
2024-10-11,VENDOR-PAYMENT-STEEL,VENDOR510619,448516594.03,,-85026669270.5701
2024-10-11,PAYROLL-AND-OPERATIONS,PAYROLL765394,64462911.73,,-85091132182.3001
2024-10-11,TAX-OUTFLOW,TAX468095,230372539.03,,-85321504721.3301
2024-10-11,RTGS-DEALER-PAYMENT,RTGS441376,,357503875.84,-84964000845.4901
2024-10-11,TAX-OUTFLOW,TAX510024,549274499.62,,-85513275345.11009
2024-10-11,VENDOR-PAYMENT-STEEL,VENDOR528262,749203197.01,,-86262478542.12009
2024-10-12,RTGS-DEALER-PAYMENT,RTGS123422,,338059064.0,-85924419478.12009
2024-10-13,TAX-OUTFLOW,TAX155931,725763875.59,,-86650183353.71008
2024-10-13,CAPEX-MACHINERY,CAPEX906782,58924328.93,,-86709107682.64008
2024-10-13,CAPEX-MACHINERY,CAPEX574756,676042108.99,,-87385149791.63008
2024-10-13,RTGS-DEALER-PAYMENT,RTGS319600,,404657745.01,-86980492046.62009
2024-10-13,NEFT-SUBSIDIARY-TRANSFER,NEFT230684,,151936771.33,-86828555275.29008
2024-10-13,TAX-OUTFLOW,TAX472442,640061589.38,,-87468616864.67009
2024-10-14,NEFT-SUBSIDIARY-TRANSFER,NEFT895209,,184750905.42,-87283865959.25009
2024-10-14,CAPEX-MACHINERY,CAPEX521059,747816199.13,,-88031682158.3801
2024-10-14,TAX-OUTFLOW,TAX784794,500047249.3,,-88531729407.6801
2024-10-14,TAX-OUTFLOW,TAX701201,618734679.32,,-89150464087.0001
2024-10-15,PAYROLL-AND-OPERATIONS,PAYROLL317565,409157891.82,,-89559621978.82011
2024-10-15,PAYROLL-AND-OPERATIONS,PAYROLL139656,735829454.38,,-90295451433.20012
2024-10-15,TAX-OUTFLOW,TAX974604,696958883.84,,-90992410317.04012
2024-10-15,VENDOR-PAYMENT-STEEL,VENDOR496756,514065484.51,,-91506475801.55011
2024-10-15,RTGS-DEALER-PAYMENT,RTGS606626,,376909560.69,-91129566240.8601
2024-10-15,TAX-OUTFLOW,TAX780655,50844120.36,,-91180410361.22011
2024-10-16,PAYROLL-AND-OPERATIONS,PAYROLL892724,179201693.21,,-91359612054.43011
2024-10-16,RTGS-DEALER-PAYMENT,RTGS280655,,144741504.58,-91214870549.85011
2024-10-16,RTGS-DEALER-PAYMENT,RTGS601513,,106774608.68,-91108095941.17012
2024-10-16,CAPEX-MACHINERY,CAPEX638383,337574800.72,,-91445670741.89012
2024-10-17,CAPEX-MACHINERY,CAPEX954594,414875633.87,,-91860546375.76012
2024-10-17,TAX-OUTFLOW,TAX689347,490574903.38,,-92351121279.14012
2024-10-17,CAPEX-MACHINERY,CAPEX981914,496272296.95,,-92847393576.09012
2024-10-17,VENDOR-PAYMENT-STEEL,VENDOR932984,324350532.48,,-93171744108.57011
2024-10-18,RTGS-DEALER-PAYMENT,RTGS807794,,483027547.21,-92688716561.3601
2024-10-18,RTGS-DEALER-PAYMENT,RTGS809134,,155430268.3,-92533286293.0601
2024-10-18,PAYROLL-AND-OPERATIONS,PAYROLL602814,180455765.97,,-92713742059.0301
2024-10-18,TAX-OUTFLOW,TAX790807,357587656.63,,-93071329715.66011
2024-10-19,VENDOR-PAYMENT-STEEL,VENDOR400307,421257453.7,,-93492587169.3601
2024-10-19,PAYROLL-AND-OPERATIONS,PAYROLL969865,776999763.76,,-94269586933.1201
2024-10-19,PAYROLL-AND-OPERATIONS,PAYROLL725842,378493046.9,,-94648079980.0201
2024-10-19,CAPEX-MACHINERY,CAPEX842485,117543146.79,,-94765623126.81009
2024-10-19,CAPEX-MACHINERY,CAPEX192938,391105895.01,,-95156729021.82008
2024-10-20,TAX-OUTFLOW,TAX717712,674858611.82,,-95831587633.64009
2024-10-21,NEFT-SUBSIDIARY-TRANSFER,NEFT840888,,254744190.08,-95576843443.56009
2024-10-22,VENDOR-PAYMENT-STEEL,VENDOR200559,780390962.53,,-96357234406.09009
2024-10-22,PAYROLL-AND-OPERATIONS,PAYROLL653677,587487692.35,,-96944722098.4401
2024-10-22,RTGS-DEALER-PAYMENT,RTGS397630,,335184876.92,-96609537221.5201
2024-10-22,VENDOR-PAYMENT-STEEL,VENDOR916268,362234316.62,,-96971771538.14009
2024-10-22,VENDOR-PAYMENT-STEEL,VENDOR532471,240153518.68,,-97211925056.82008
2024-10-22,RTGS-DEALER-PAYMENT,RTGS209708,,266382566.74,-96945542490.08008
2024-10-23,PAYROLL-AND-OPERATIONS,PAYROLL571606,635573889.81,,-97581116379.89008
2024-10-23,TAX-OUTFLOW,TAX681874,464994294.05,,-98046110673.94008
2024-10-24,RTGS-DEALER-PAYMENT,RTGS844061,,479635609.38,-97566475064.56007
2024-10-24,RTGS-DEALER-PAYMENT,RTGS120420,,360266885.29,-97206208179.27008
2024-10-24,NEFT-SUBSIDIARY-TRANSFER,NEFT280768,,389014466.26,-96817193713.01009
2024-10-24,PAYROLL-AND-OPERATIONS,PAYROLL864655,583642775.78,,-97400836488.79008
2024-10-24,PAYROLL-AND-OPERATIONS,PAYROLL891894,381105951.46,,-97781942440.25009
2024-10-24,VENDOR-PAYMENT-STEEL,VENDOR723417,768008529.24,,-98549950969.4901
2024-10-25,NEFT-SUBSIDIARY-TRANSFER,NEFT931378,,213323445.75,-98336627523.7401
2024-10-25,RTGS-DEALER-PAYMENT,RTGS898058,,447699517.91,-97888928005.8301
2024-10-25,NEFT-SUBSIDIARY-TRANSFER,NEFT495950,,119610178.64,-97769317827.1901
2024-10-25,CAPEX-MACHINERY,CAPEX585859,318461350.52,,-98087779177.7101
2024-10-26,RTGS-DEALER-PAYMENT,RTGS663076,,133358068.1,-97954421109.61009
2024-10-26,NEFT-SUBSIDIARY-TRANSFER,NEFT562955,,200581750.27,-97753839359.34009
2024-10-26,CAPEX-MACHINERY,CAPEX534576,563801623.04,,-98317640982.38008
2024-10-26,VENDOR-PAYMENT-STEEL,VENDOR240035,514234745.87,,-98831875728.25008
2024-10-27,RTGS-DEALER-PAYMENT,RTGS478173,,193199391.53,-98638676336.72008
2024-10-27,CAPEX-MACHINERY,CAPEX555560,670642374.34,,-99309318711.06007
2024-10-27,TAX-OUTFLOW,TAX499082,399478196.0,,-99708796907.06007
2024-10-27,TAX-OUTFLOW,TAX560677,605308709.71,,-100314105616.77008
2024-10-28,VENDOR-PAYMENT-STEEL,VENDOR997114,443283318.32,,-100757388935.09009
2024-10-28,PAYROLL-AND-OPERATIONS,PAYROLL950895,357996557.12,,-101115385492.21008
2024-10-29,PAYROLL-AND-OPERATIONS,PAYROLL741878,55572266.75,,-101170957758.96008
2024-10-29,VENDOR-PAYMENT-STEEL,VENDOR898984,336659100.61,,-101507616859.57008
2024-10-29,VENDOR-PAYMENT-STEEL,VENDOR559308,755381004.17,,-102262997863.74008
2024-10-29,PAYROLL-AND-OPERATIONS,PAYROLL898219,190427641.68,,-102453425505.42007
2024-10-29,VENDOR-PAYMENT-STEEL,VENDOR517999,634527567.25,,-103087953072.67007
2024-10-29,TAX-OUTFLOW,TAX146991,694906568.72,,-103782859641.39008
2024-10-30,CAPEX-MACHINERY,CAPEX207182,280897377.77,,-104063757019.16008
2024-10-30,CAPEX-MACHINERY,CAPEX119824,166087474.78,,-104229844493.94008
2024-10-31,VENDOR-PAYMENT-STEEL,VENDOR463944,600671489.39,,-104830515983.33008
2024-10-31,TAX-OUTFLOW,TAX568706,482648044.04,,-105313164027.37007
2024-10-31,NEFT-SUBSIDIARY-TRANSFER,NEFT478868,,350394365.53,-104962769661.84007
2024-10-31,TAX-OUTFLOW,TAX897580,744552883.94,,-105707322545.78008
2024-11-01,PAYROLL-AND-OPERATIONS,PAYROLL886523,798869692.88,,-106506192238.66008
2024-11-01,VENDOR-PAYMENT-STEEL,VENDOR204369,502600803.46,,-107008793042.12009
2024-11-01,TAX-OUTFLOW,TAX850734,673732093.07,,-107682525135.1901
2024-11-01,PAYROLL-AND-OPERATIONS,PAYROLL125525,451163425.8,,-108133688560.9901
2024-11-01,TAX-OUTFLOW,TAX456415,669520930.6,,-108803209491.5901
2024-11-02,NEFT-SUBSIDIARY-TRANSFER,NEFT930416,,259262688.13,-108543946803.4601
2024-11-02,CAPEX-MACHINERY,CAPEX290401,761104981.7,,-109305051785.1601
2024-11-02,PAYROLL-AND-OPERATIONS,PAYROLL779377,609405567.82,,-109914457352.9801
2024-11-02,TAX-OUTFLOW,TAX388411,667039350.45,,-110581496703.4301
2024-11-03,RTGS-DEALER-PAYMENT,RTGS269988,,444785741.55,-110136710961.8801
2024-11-03,TAX-OUTFLOW,TAX792783,515905861.46,,-110652616823.3401
2024-11-03,VENDOR-PAYMENT-STEEL,VENDOR741133,546980500.22,,-111199597323.5601
2024-11-03,PAYROLL-AND-OPERATIONS,PAYROLL277918,186988187.18,,-111386585510.7401
2024-11-04,RTGS-DEALER-PAYMENT,RTGS477055,,171792556.68,-111214792954.0601
2024-11-04,NEFT-SUBSIDIARY-TRANSFER,NEFT335015,,336708917.51,-110878084036.55011
2024-11-04,NEFT-SUBSIDIARY-TRANSFER,NEFT178350,,167938819.02,-110710145217.5301
2024-11-05,RTGS-DEALER-PAYMENT,RTGS367859,,381355893.29,-110328789324.24011
2024-11-05,CAPEX-MACHINERY,CAPEX221910,143587388.34,,-110472376712.58011
2024-11-05,NEFT-SUBSIDIARY-TRANSFER,NEFT343156,,422357080.21,-110050019632.3701
2024-11-05,NEFT-SUBSIDIARY-TRANSFER,NEFT422166,,128866830.81,-109921152801.5601
2024-11-05,PAYROLL-AND-OPERATIONS,PAYROLL295443,625935829.37,,-110547088630.9301
2024-11-06,VENDOR-PAYMENT-STEEL,VENDOR320782,178882990.04,,-110725971620.9701
2024-11-06,PAYROLL-AND-OPERATIONS,PAYROLL763473,225257105.19,,-110951228726.1601
2024-11-07,CAPEX-MACHINERY,CAPEX336574,242968996.5,,-111194197722.6601
